Source,Destination,Label
Cloud Computing,Cloud   Computing,Extra Space Issues
Cloud Computing,cloud computing,Case Sensitivity
Healthcare Analytics,Healthcare An alytics,Extra Space Issues
Data Science,Data   Science,Extra Space Issues
Machine Learning,Ma chine Learning,Extra Space Issues
Blockchain,blockchain,Case Sensitivity
Business Intelligence,Business#Intelligence,Special Character Differences
Healthcare Analytics,Healthcare#Analytics,Special Character Differences
Data Science,Data Scie  nce,Extra Space Issues
Healthcare Analytics,Healthcare!Analytics,Special Character Differences
Artificial Intelligence,Artificial@Intelligence,Special Character Differences
Cyber Security,cyber security,Case Sensitivity
Machine Learning,Machine*Learning,Special Character Differences
Healthcare Analytics,Healthcar  e Analytics,Extra Space Issues
Data Science,Data&Science,Special Character Differences
Big Data,Big!Data,Special Character Differences
Cyber Security,Cyber!Security,Special Character Differences
Machine Learning,Machine@Learning,Special Character Differences
Cloud Computing,Cloud&Computing,Special Character Differences
Cyber Security,Cyber*Security,Special Character Differences
Cyber Security,Cyber*Security,Special Character Differences
Artificial Intelligence,ARTIFICIAL INTELLIGENCE,Case Sensitivity
Healthcare Analytics,healthcare analytics,Case Sensitivity
Business Intelligence,Business   Intelligence,Extra Space Issues
Internet of Things,INTERNET OF THINGS,Case Sensitivity
Healthcare Analytics,healthcare analytics,Case Sensitivity
Blockchain,blockchain,Case Sensitivity
Machine Learning,M  achine Learning,Extra Space Issues
Cyber Security,CYBER SECURITY,Case Sensitivity
Internet of Things,I nternet of Things,Extra Space Issues
Business Intelligence,Bus  iness Intelligence,Extra Space Issues
Cyber Security,cyber security,Case Sensitivity
Business Intelligence,BUSINESS INTELLIGENCE,Case Sensitivity
Business Intelligence,Business Intel  ligence,Extra Space Issues
Cyber Security,Cyber*Security,Special Character Differences
Healthcare Analytics,healthcare analytics,Case Sensitivity
Cloud Computing,C loud Computing,Extra Space Issues
Machine Learning,M  achine Learning,Extra Space Issues
Big Data,Big%Data,Special Character Differences
Big Data,Big   Data,Extra Space Issues
Cloud Computing,Cloud   Computing,Extra Space Issues
Data Science,data science,Case Sensitivity
Big Data,BIG DATA,Case Sensitivity
Artificial Intelligence,Artificial&Intelligence,Special Character Differences
Cloud Computing,Cloud Computi ng,Extra Space Issues
Cyber Security,cyber security,Case Sensitivity
Big Data,Big&Data,Special Character Differences
Internet of Things,Internet&of&Things,Special Character Differences
Big Data,big data,Case Sensitivity
Big Data,Big@Data,Special Character Differences
Artificial Intelligence,Artificial  Intelligence,Extra Space Issues
Business Intelligence,Business@Intelligence,Special Character Differences
Big Data,Big  Data,Extra Space Issues
Artificial Intelligence,Artificial Intellig  ence,Extra Space Issues
Healthcare Analytics,Hea  lthcare Analytics,Extra Space Issues
Healthcare Analytics,Heal  thcare Analytics,Extra Space Issues
Cyber Security,Cyber Secu rity,Extra Space Issues
Cloud Computing,Cloud Com  puting,Extra Space Issues
Artificial Intelligence,Artificial$Intelligence,Special Character Differences
Cloud Computing,Cloud#Computing,Special Character Differences
Blockchain,Blockchain,Special Character Differences
Data Science,D  ata Science,Extra Space Issues
Healthcare Analytics,Healthcare Anal  ytics,Extra Space Issues
Data Science,Data$Science,Special Character Differences
Cloud Computing,CLOUD COMPUTING,Case Sensitivity
Business Intelligence,BUSINESS INTELLIGENCE,Case Sensitivity
Cloud Computing,Cloud%Computing,Special Character Differences
Cyber Security,CYBER SECURITY,Case Sensitivity
Data Science,DATA SCIENCE,Case Sensitivity
Blockchain,Blockcha in,Extra Space Issues
Big Data,big data,Case Sensitivity
Big Data,Big*Data,Special Character Differences
Artificial Intelligence,ARTIFICIAL INTELLIGENCE,Case Sensitivity
Data Science,Data#Science,Special Character Differences
Cloud Computing,CLOUD COMPUTING,Case Sensitivity
Machine Learning,machine learning,Case Sensitivity
Internet of Things,Internet%of%Things,Special Character Differences
Cloud Computing,Clo ud Computing,Extra Space Issues
Artificial Intel  ligence,Big Data,No Match
Business Intelligence,BUSINESS INTELLIGENCE,Case Sensitivity
Artificial Intelligence,artificial intelligence,Case Sensitivity
Data Science,Data Scien ce,Extra Space Issues
Healthcare Analytics,Healthcare%Analytics,Special Character Differences
Internet of Things,internet of things,Case Sensitivity
Cloud Computing,Cloud@Computing,Special Character Differences
Machine Learning,Machine Learn  ing,Extra Space Issues
Big Data,big data,Case Sensitivity
Artificial Intelligence,artificial intelligence,Case Sensitivity
Artificial Intelligence,Arti ficial Intelligence,Extra Space Issues
Healthcare Analytics,healthcare analytics,Case Sensitivity
Artificial Intelligence,Artificial   Intelligence,Extra Space Issues
Business Intelligence,BUSINESS INTELLIGENCE,Case Sensitivity
Machine Learning,Machine$Learning,Special Character Differences
Blockchain,blockchain,Case Sensitivity
Big Data,BIG DATA,Case Sensitivity
Business Intelligence,Business!Intelligence,Special Character Differences
Blockchain,Blockchain,Special Character Differences
Internet of Things,internet of things,Case Sensitivity
Internet of Things,Internet#of#Things,Special Character Differences
Cloud Computing,Cl oud Computing,Extra Space Issues
Cyber Security,Cyber!Security,Special Character Differences
Artificial Intelligence,artificial intelligence,Case Sensitivity
Blockchain,Blockchain,Special Character Differences
Healthcare Analytics,Healthcare@Analytics,Special Character Differences
Machine Learning,Machine!Learning,Special Character Differences
Cloud Computing,CLOUD COMPUTING,Case Sensitivity
Internet of Things,internet of things,Case Sensitivity
Internet of Things,Internet!of!Things,Special Character Differences
Machine Learning,Machine Learni  ng,Extra Space Issues
Big Data,B ig Data,Extra Space Issues
Artificial Intelligence,artificial intelligence,Case Sensitivity
Business Intelligence,BUSINESS INTELLIGENCE,Case Sensitivity
Healthcare Analytics,Healthcare Analy tics,Extra Space Issues
Cloud C  omputing,Internet of Things,No Match
Machine Learning,Mach ine Learning,Extra Space Issues
Big Data,B ig Data,Extra Space Issues
Artificial Intelligence,artificial intelligence,Case Sensitivity
Machine Learning,Machine  Learning,Extra Space Issues
Big Data,big data,Case Sensitivity
Big Data,BIG DATA,Case Sensitivity
Machine Learning,Machine#Learning,Special Character Differences
Cloud Computing,Cloud@Computing,Special Character Differences
Data Science,data science,Case Sensitivity
Machine Learning,Machine%Learning,Special Character Differences
Cyber Security,Cyber*Security,Special Character Differences
Artificial Intelligence,Artificial*Intelligence,Special Character Differences
Artificial Intelligence,ARTIFICIAL INTELLIGENCE,Case Sensitivity
Cloud Computing,Cloud&Computing,Special Character Differences
Cyber Security,Cyber@Security,Special Character Differences
Business Intelligence,business intelligence,Case Sensitivity
Cloud Computing,Cloud&Computing,Special Character Differences
Machine Learning,Machine!Learning,Special Character Differences
Internet of Things,internet of things,Case Sensitivity
Data Science,Data&Science,Special Character Differences
Business Intelligence,BUSINESS INTELLIGENCE,Case Sensitivity
Artificial Intelligence,Artific ial Intelligence,Extra Space Issues
Business Intelligence,Busine  ss Intelligence,Extra Space Issues
Cyber Security,cyber security,Case Sensitivity
Cloud Computing,cloud computing,Case Sensitivity
Cyber Security,Cyber$Security,Special Character Differences
Business Intelligence,Busi  ness Intelligence,Extra Space Issues
Internet of Things,Internet*of*Things,Special Character Differences
Healthcare Analytics,HEALTHCARE ANALYTICS,Case Sensitivity
Blockchain,Blockchain,Special Character Differences
Machine Learning,Machine Lea rning,Extra Space Issues
Cyber Security,CYBER SECURITY,Case Sensitivity
Internet of Things,I  nternet of Things,Extra Space Issues
Big Data,BIG DATA,Case Sensitivity
Data Science,Data$Science,Special Character Differences
Internet of Things,INTERNET OF THINGS,Case Sensitivity
Data Science,DATA SCIENCE,Case Sensitivity
Internet of Things,Internet of  Things,Extra Space Issues
Artificial Intelligence,Artificial Intelligen  ce,Extra Space Issues
Internet of Things,Internet of T  hings,Extra Space Issues
Data Science,DATA SCIENCE,Case Sensitivity
Healthcare Analytics,Healthcare$Analytics,Special Character Differences
Internet of Things,In ternet of Things,Extra Space Issues
Artificial Intelligence,Artificial@Intelligence,Special Character Differences
Artificial Intelligence,artificial intelligence,Case Sensitivity
Internet of Things,INTERNET OF THINGS,Case Sensitivity
Data Science,Data$Science,Special Character Differences
Internet of Things,internet of things,Case Sensitivity
Business Intelligence,Business Int  elligence,Extra Space Issues
Artificial Intelligence,artificial intelligence,Case Sensitivity
Machine Learning,machine learning,Case Sensitivity
Cyber Security,Cyber Secu rity,Extra Space Issues
Cloud Computing,Cloud@Computing,Special Character Differences
Data Science,data science,Case Sensitivity
Big Data,Big%Data,Special Character Differences
Business Intelligence,Business@Intelligence,Special Character Differences
Big Data,big data,Case Sensitivity
Business Intelligence,business intelligence,Case Sensitivity
Big Data,Big#Data,Special Character Differences
Internet of Things,Inte rnet of Things,Extra Space Issues
Cloud Computing,Cloud&Computing,Special Character Differences
Cyber Security,Cyber*Security,Special Character Differences
Internet of Things,internet of things,Case Sensitivity
Blockchain,Blockchain,Special Character Differences
Internet of Things,INTERNET OF THINGS,Case Sensitivity
Blockchain,Blockch  ain,Extra Space Issues
Internet of Things,Internet&of&Things,Special Character Differences
Machine Learning,Machine Lea  rning,Extra Space Issues
Data Science,DATA SCIENCE,Case Sensitivity
Big Data,Bi  g Data,Extra Space Issues
Blockchain,Blockchain,Special Character Differences
Internet of Things,internet of things,Case Sensitivity
Data Science,DATA SCIENCE,Case Sensitivity
Cyber Security,Cyb  er Security,Extra Space Issues
Business Intelligence,Business&Intelligence,Special Character Differences
Internet of Things,Internet%of%Things,Special Character Differences
Big Data,big data,Case Sensitivity
Big Data,Big*Data,Special Character Differences
Healthcare Analytics,Healthcare$Analytics,Special Character Differences
Cloud Computing,Cloud!Computing,Special Character Differences
Blockchain,Blockchain,Special Character Differences
Artificial Intelligence,artificial intelligence,Case Sensitivity
Internet of Things,internet of things,Case Sensitivity
Cyber Security,Cyber  Security,Extra Space Issues
Machine Learning,Machine*Learning,Special Character Differences
Machine Learning,Machine   Learning,Extra Space Issues
Blockchain,BLOCKCHAIN,Case Sensitivity
Cyber Security,CYBER SECURITY,Case Sensitivity
Blockchain,Blockchain,Special Character Differences
Blockchain,Blockchain,Special Character Differences
Business Intelligence,Busi ness Intelligence,Extra Space Issues
Healthcare Analytics,Healthcare%Analytics,Special Character Differences
Artificial Intelligence,artificial intelligence,Case Sensitivity
Blockchain,Blockchain,Special Character Differences
Big Data,Big*Data,Special Character Differences
Cloud Computing,Cloud  Computing,Extra Space Issues
Machine Learning,machine learning,Case Sensitivity
Cloud Computing,C  loud Computing,Extra Space Issues
Internet of Things,internet of things,Case Sensitivity
Artificial Intelligence,Artificial Int  elligence,Extra Space Issues
Cloud Computing,Cloud#Computing,Special Character Differences
Cloud Computing,Cloud%Computing,Special Character Differences
Healthcare Analytics,healthcare analytics,Case Sensitivity
Big Data,Big*Data,Special Character Differences
Business Intelligence,BUSINESS INTELLIGENCE,Case Sensitivity
Internet of Things,internet of things,Case Sensitivity
Big Data,Big D  ata,Extra Space Issues
Data Science,DATA SCIENCE,Case Sensitivity
Data Science,Data@Science,Special Character Differences
Cyber Security,Cyber Secu  rity,Extra Space Issues
Data Science,DATA SCIENCE,Case Sensitivity
Internet of Things,internet of things,Case Sensitivity
Business Intelligence,Bu  siness Intelligence,Extra Space Issues
Artificial Intelligence,Artificial!Intelligence,Special Character Differences
Business Intelligence,Bu  siness Intelligence,Extra Space Issues
Internet of Things,INTERNET OF THINGS,Case Sensitivity
Cyber Security,Cyber*Security,Special Character Differences
Internet of Things,Internet*of*Things,Special Character Differences
Internet of Things,internet of things,Case Sensitivity
Internet of Things,INTERNET OF THINGS,Case Sensitivity
Blockchain,Blockcha  in,Extra Space Issues
Healthcare Analytics,Healthcare&Analytics,Special Character Differences
Machine Learning,Machine Learn ing,Extra Space Issues
Big Data,Big&Data,Special Character Differences
Blockchain,BLOCKCHAIN,Case Sensitivity
Healthcare Analytics,Healthcare%Analytics,Special Character Differences
Data Science,Data Sci ence,Extra Space Issues
Cyber Security,Cyber*Security,Special Character Differences
Business Intelligence,B usiness Intelligence,Extra Space Issues
Business Intelligence,BUSINESS INTELLIGENCE,Case Sensitivity
Data Science,Data Scien  ce,Extra Space Issues
Cloud Computing,Cloud Comput ing,Extra Space Issues
Internet of Things,Inte rnet of Things,Extra Space Issues
Machine Learning,M  achine Learning,Extra Space Issues
Cyber Security,Cyber@Security,Special Character Differences
Cyber Security,Cyber!Security,Special Character Differences
Cyber Security,C  yber Security,Extra Space Issues
Healthcare Analytics,H ealthcare Analytics,Extra Space Issues
Healthcare Analytics,Health  care Analytics,Extra Space Issues
Big Data,Big Da  ta,Extra Space Issues
Healthcare Analytics,HEALTHCARE ANALYTICS,Case Sensitivity
Internet of Things,internet of things,Case Sensitivity
Internet of Things,Internet&of&Things,Special Character Differences
Big Data,B ig Data,Extra Space Issues
Cyber Security,Cyber   Security,Extra Space Issues
Data Science,Data*Science,Special Character Differences
Big Data,BIG DATA,Case Sensitivity
Healthcare Analytics,He  althcare Analytics,Extra Space Issues
Artificial Intelligence,Artificial Intel  ligence,Extra Space Issues
machine learning,Big Data,No Match
Cyber Security,Cyber*Security,Special Character Differences
Data Science,DATA SCIENCE,Case Sensitivity
Big Data,Big D ata,Extra Space Issues
Internet of Things,internet of things,Case Sensitivity
Machine Learning,Machine#Learning,Special Character Differences
Artificial Intelligence,Artificial&Intelligence,Special Character Differences
Cyber Security,Cyber*Security,Special Character Differences
Blockchain,Blo ckchain,Extra Space Issues
Healthcare Analytics,HEALTHCARE ANALYTICS,Case Sensitivity
Internet of Things,Internet o  f Things,Extra Space Issues
Machine Learning,machine learning,Case Sensitivity
Artificial Intelligence,Artificial!Intelligence,Special Character Differences
Cyber Security,cyber security,Case Sensitivity
Artificial Intelligence,Art ificial Intelligence,Extra Space Issues
Cloud Computing,CLOUD COMPUTING,Case Sensitivity
Cloud Computing,CLOUD COMPUTING,Case Sensitivity
Cloud Computing,cloud computing,Case Sensitivity
Cloud Computing,CLOUD COMPUTING,Case Sensitivity
Internet of Things,internet of things,Case Sensitivity
Data Science,Data$Science,Special Character Differences
Blockchain,Blockchain,Special Character Differences
Cyber Security,CYBER SECURITY,Case Sensitivity
Artificial Intelligence,artificial intelligence,Case Sensitivity
Artificial Intelligence,artificial intelligence,Case Sensitivity
Cloud Computing,CLOUD COMPUTING,Case Sensitivity
Data Science,Data Sci ence,Extra Space Issues
Machine Learning,Machine!Learning,Special Character Differences
Machine Learning,Machine$Learning,Special Character Differences
Big Data,Big%Data,Special Character Differences
Machine Learning,Machine*Learning,Special Character Differences
Big Data,Big$Data,Special Character Differences
Blockchain,Blockchain,Special Character Differences
Blockc hain,Artificial Intelligence,No Match
Cloud Computing,Clou d Computing,Extra Space Issues
Data Science,Data&Science,Special Character Differences
Artificial Intelligence,Artific  ial Intelligence,Extra Space Issues
Healthcare Analytics,Healthcare  Analytics,Extra Space Issues
Artificial Intelligence,Artificial$Intelligence,Special Character Differences
Internet of Things,internet of things,Case Sensitivity
Healthcare Analytics,Healthcare*Analytics,Special Character Differences
Artificial Intelligence,Artificial  Intelligence,Extra Space Issues
Business Intelligence,Business Int  elligence,Extra Space Issues
Healthcare Analytics,Healthcare$Analytics,Special Character Differences
Cloud Computing,Clo  ud Computing,Extra Space Issues
Internet of Things,Internet of T  hings,Extra Space Issues
Internet of Things,Internet of Thi ngs,Extra Space Issues
Artificial Intelligence,Artificial*Intelligence,Special Character Differences
Blockchain,Blockchain,Special Character Differences
Artificial Intelligence,artificial intelligence,Case Sensitivity
Big Data,B  ig Data,Extra Space Issues
Healthcare Analytics,healthcare analytics,Case Sensitivity
Cloud Computing,cloud computing,Case Sensitivity
Blockchain,Blockchain,Special Character Differences
Cyber Security,CYBER SECURITY,Case Sensitivity
Big Data,BIG DATA,Case Sensitivity
Cyber Security,Cy ber Security,Extra Space Issues
Cyber Security,cyber security,Case Sensitivity
Cyber Security,Cyber@Security,Special Character Differences
Big Data,Big$Data,Special Character Differences
Healthcare Analytics,H ealthcare Analytics,Extra Space Issues
Big Data,Big&Data,Special Character Differences
Blockchain,blockchain,Case Sensitivity
Business Intelligence,Business#Intelligence,Special Character Differences
Cloud Computing,Clou d Computing,Extra Space Issues
Machine Learning,Machine#Learning,Special Character Differences
Internet of Things,INTERNET OF THINGS,Case Sensitivity
Healthcare Analytics,healthcare analytics,Case Sensitivity
Big Data,Big*Data,Special Character Differences
Big Data,BIG DATA,Case Sensitivity
Internet of Things,Internet!of!Things,Special Character Differences
Artificial Intelligence,Artificial%Intelligence,Special Character Differences
Blockchain,blockchain,Case Sensitivity
Blockchain,BLOCKCHAIN,Case Sensitivity
Data Science,data science,Case Sensitivity
Business Intelligence,BUSINESS INTELLIGENCE,Case Sensitivity
Cyber Security,cyber security,Case Sensitivity
Artificial Intelligence,Artificial Intel  ligence,Extra Space Issues
Artificial Intelligence,Artificial*Intelligence,Special Character Differences
Machine Learning,Machine Learni ng,Extra Space Issues
Blockchain,BLOCKCHAIN,Case Sensitivity
Data Science,Data Sc ience,Extra Space Issues
Cloud Computing,cloud computing,Case Sensitivity
Artificial Intelligence,artificial intelligence,Case Sensitivity
Internet of Things,Internet*of*Things,Special Character Differences
Blockchain,Blockchain,Special Character Differences
Internet of Things,INTERNET OF THINGS,Case Sensitivity
Internet of Things,Interne  t of Things,Extra Space Issues
Machine Learning,Machine   Learning,Extra Space Issues
Internet of Things,Internet%of%Things,Special Character Differences
Blockchain,Blockchain,Special Character Differences
Data Science,Data Sci  ence,Extra Space Issues
Artificial Intelligence,ARTIFICIAL INTELLIGENCE,Case Sensitivity
Blockchain,Blockchain,Special Character Differences
Machine Learning,Machine Learni  ng,Extra Space Issues
Artificial Intelligence,ARTIFICIAL INTELLIGENCE,Case Sensitivity
Artificial Intelligence,Artificial#Intelligence,Special Character Differences
Internet of Things,Internet of Thi  ngs,Extra Space Issues
Data Science,DATA SCIENCE,Case Sensitivity
Blockchain,BLOCKCHAIN,Case Sensitivity
Blockchain,Blo ckchain,Extra Space Issues
Cyber Security,Cyber  Security,Extra Space Issues
Machine Learning,Machine   Learning,Extra Space Issues
Cyber Security,Cyber Secu rity,Extra Space Issues
Big Data,big data,Case Sensitivity
Artificial Intelligence,Artificia l Intelligence,Extra Space Issues
Blockchain,Blockch ain,Extra Space Issues
Big Data,Bi  g Data,Extra Space Issues
Healthcare Analytics,Healt  hcare Analytics,Extra Space Issues
Blockchain,BLOCKCHAIN,Case Sensitivity
Cloud Computing,cloud computing,Case Sensitivity
Cloud Computing,Cloud%Computing,Special Character Differences
Internet of Things,Interne  t of Things,Extra Space Issues
Cloud Computing,Cloud Comput  ing,Extra Space Issues
Internet of Things,Internet  of Things,Extra Space Issues
Healthcare Analytics,Healthcare Analyt  ics,Extra Space Issues
Data Science,data science,Case Sensitivity
Cloud Computing,Cloud@Computing,Special Character Differences
Blockchain,B lockchain,Extra Space Issues
Blockchain,blockchain,Case Sensitivity
Big Data,Big Da  ta,Extra Space Issues
Data Science,Data!Science,Special Character Differences
Data Science,data science,Case Sensitivity
Business Intelligence,Business#Intelligence,Special Character Differences
Cloud Computing,Cloud C omputing,Extra Space Issues
Big Data,big data,Case Sensitivity
Business Intelligence,Business$Intelligence,Special Character Differences
Cloud Computing,Cloud%Computing,Special Character Differences
Machine Learning,machine learning,Case Sensitivity
Cloud Computing,cloud computing,Case Sensitivity
Healthcare Analytics,Healthcare&Analytics,Special Character Differences
Business Intelligence,BUSINESS INTELLIGENCE,Case Sensitivity
Cloud Computing,CLOUD COMPUTING,Case Sensitivity
Machine Learning,Machine#Learning,Special Character Differences
Internet of Things,In  ternet of Things,Extra Space Issues
Machine Learning,machine learning,Case Sensitivity
Blockchain,BLOCKCHAIN,Case Sensitivity
Internet of Things,Internet$of$Things,Special Character Differences
Machine Learning,Machine$Learning,Special Character Differences
Cyber Security,Cyber Secur ity,Extra Space Issues
Internet of Things,Internet o  f Things,Extra Space Issues
Blockchain,BLOCKCHAIN,Case Sensitivity
Business Intelligence,Business&Intelligence,Special Character Differences
Internet of Things,Internet  of Things,Extra Space Issues
Cloud Computing,Cloud#Computing,Special Character Differences
Cloud Computing,Cloud Com  puting,Extra Space Issues
Cyber Security,Cyber S ecurity,Extra Space Issues
Healthcare Analytics,Healthcare   Analytics,Extra Space Issues
Business Intelligence,Business Intellige  nce,Extra Space Issues
Business Intelligence,business intelligence,Case Sensitivity
Cloud Computing,Cloud@Computing,Special Character Differences
Internet of Things,Internet%of%Things,Special Character Differences
Internet of Things,Internet#of#Things,Special Character Differences
Cloud Computing,Cloud*Computing,Special Character Differences
Cyber Security,C  yber Security,Extra Space Issues
Data Science,DATA SCIENCE,Case Sensitivity
Cloud Computing,Cl  oud Computing,Extra Space Issues
Blockchain,Blockc  hain,Extra Space Issues
Blockchain,Bl ockchain,Extra Space Issues
Big Data,Big D ata,Extra Space Issues
Big Data,B ig Data,Extra Space Issues
Data Science,Data@Science,Special Character Differences
Cloud Computing,Cloud Co  mputing,Extra Space Issues
Cyber Security,CYBER SECURITY,Case Sensitivity
Cloud Computing,Cloud Com  puting,Extra Space Issues
Healthcare Analytics,Health care Analytics,Extra Space Issues
Machine Learning,Machi ne Learning,Extra Space Issues
Business Intelligence,Business*Intelligence,Special Character Differences
Blockchain,blockchain,Case Sensitivity
Cloud Computing,cloud computing,Case Sensitivity
Data Science,Data Scien  ce,Extra Space Issues
Business Intelligence,B  usiness Intelligence,Extra Space Issues
Cloud Computing,CLOUD COMPUTING,Case Sensitivity
Blockchain,B lockchain,Extra Space Issues
Healthcare Analytics,Healthcare@Analytics,Special Character Differences
Internet of Things,internet of things,Case Sensitivity
Cloud Computing,cloud computing,Case Sensitivity
Internet of Things,Internet@of@Things,Special Character Differences
Machine Learning,machine learning,Case Sensitivity
Machine Learning,MACHINE LEARNING,Case Sensitivity
Artificial Intelligence,Artificial@Intelligence,Special Character Differences
Machine Learning,machine learning,Case Sensitivity
Business Intelligence,Business%Intelligence,Special Character Differences
Big Data,Big   Data,Extra Space Issues
Machine Learning,Mach  ine Learning,Extra Space Issues
Cyber Security,cyber security,Case Sensitivity
Cyber Security,Cyber&Security,Special Character Differences
Data Science,data science,Case Sensitivity
Data Science,Data#Science,Special Character Differences
Internet of Things,In  ternet of Things,Extra Space Issues
Blockchain,Block  chain,Extra Space Issues
Machine Learning,Machine&Learning,Special Character Differences
Artificial Intelligence,ARTIFICIAL INTELLIGENCE,Case Sensitivity
Healthcare Analytics,Healthcare Analyti  cs,Extra Space Issues
Artificial Intelligence,Artificial#Intelligence,Special Character Differences
